TransactionID,CustomerID,CustomerDOB,CustGender,CustLocation,CustAccountBalance,TransactionDate,TransactionTime,TransactionAmount (INR)
T3780,C1899589,5/9/68,F,RAJKOT,18805.48,29/8/16,230509,940.0
T3781,C4385949,19/9/92,M,GWALIOR,19.29,29/8/16,232226,320.0
T3782,C3076949,15/9/91,M,GURGAON,2768.11,29/8/16,232332,160.0
T3783,C4527174,1/1/1800,M,DELHI,44141.86,29/8/16,232443,1110.0
T3784,C3413626,17/8/95,M,MUMBAI,35516.52,29/8/16,232501,220.0
T3785,C2426624,29/8/90,M,DELHI,15072.9,29/8/16,232700,5907.0
T3786,C6394984,26/7/86,M,MUMBAI,3721.65,29/8/16,232701,7500.0
T3787,C7239772,26/11/90,F,AHMEDABAD,22911.88,29/8/16,232446,2260.0
T3788,C3594458,4/10/93,M,MUMBAI,112883.24,29/8/16,232900,220.0
T3789,C4932440,16/10/75,M,K V RANGAREDDY,17240.22,29/8/16,232902,500.0
T3790,C1573013,22/10/93,M,VELLORE,35221.53,29/8/16,230021,30.0
T3791,C8911774,1/1/1800,M,MUMBAI,22851.95,31/8/16,190307,939.3
T3792,C1710412,29/1/80,F,BANGALORE,5300.41,22/9/16,140931,658.0
T3793,C7913317,7/4/86,F,CHANDIGARH,14824.62,22/9/16,161801,542.0
T3794,C2274227,23/10/86,F,THANE,10772.49,22/9/16,103658,1295.0
T3795,C1721850,13/6/92,M,SUNDARPUR,7687.26,22/9/16,103251,30.0
T3796,C7324817,10/3/90,F,GHAZIABAD,4754.29,22/9/16,103923,483.04
T3797,C5133471,5/9/88,M,MUMBAI,15064.04,22/9/16,104659,36.0
T3798,C1015813,15/4/84,M,FEROZEPUR,347552.15,22/9/16,103939,3286.0
T3799,C1242513,14/12/79,M,NASHIK,1024810.89,22/9/16,52716,0.95
T3800,C2310150,29/12/88,M,KOLKATA,41.54,22/9/16,140122,20.0
T3801,C7839559,2/2/68,F,BILASPUR,191087.97,22/9/16,162913,706.0
T3802,C7920240,1/12/90,M,THANE,93.63,22/9/16,53828,396.0
T3803,C4438474,31/12/85,M,DELHI,13067.53,22/9/16,53753,10.0
T3804,C6534284,29/6/93,M,JODHPUR,3969.29,22/9/16,114340,1682.0
T3805,C6036242,3/5/89,M,BANGALORE,18177.55,22/9/16,114345,3000.0
T3806,C4211280,21/6/93,F,HYDERABAD,1409.53,22/9/16,62005,275.0
T3807,C7330521,17/6/88,F,MUMBAI,27881.07,22/9/16,114452,3015.6
T3808,C7325151,26/11/83,M,CHENNAI,32389.99,22/9/16,110951,400.0
T3809,C7418489,30/5/87,M,CHENNAI,3369.68,22/9/16,105625,400.0
T3810,C8615776,31/3/79,M,THANE,71581.3,22/9/16,110512,621.0
T3811,C1937037,10/2/92,M,DOMBIVALI E THANE,2150.51,22/9/16,111051,10.0
T3812,C6195181,6/8/88,M,PATHANAMTHITTA,15180.29,22/9/16,103538,30.0
T3813,C5925114,23/8/79,M,WARANGAL,18089.49,22/9/16,155136,400.0
T3814,C2322517,12/6/89,F,ROHTAK,74165.56,22/9/16,152706,500.0
T3815,C8539745,13/7/93,M,DELHI,11756.29,22/9/16,150747,532.05
T3816,C7116983,6/7/92,M,TAL DIST BHIND,5891.73,22/9/16,150851,50.0
T3817,C8022813,1/1/1800,M,MOHALI,12312.0,22/9/16,150806,104.0
T3818,C5120985,9/8/84,M,GUNTUR,60441.42,22/9/16,151054,1200.0
T3819,C8321853,10/2/87,F,THANE,10016.69,22/9/16,160224,184.0
T3820,C7028618,2/1/94,M,FARIDABAD,632.9,22/9/16,160137,234.0
T3821,C2129348,16/8/74,M,NEW DELHI,14894.3,22/9/16,153202,250.0
T3822,C5012048,23/7/95,M,DELHI,47175.04,22/9/16,153636,560.0
T3823,C1738135,21/11/93,M,MUMBAI,39153.16,22/9/16,153638,99.0
T3824,C2417888,28/3/97,M,VISAKHAPATNAM,9535.19,22/9/16,153639,105.0
T3825,C3619734,5/8/79,F,MUMBAI,2071.14,22/9/16,153904,185.0
T3826,C7614138,20/2/77,F,NOIDA,59143.25,22/9/16,161033,1532.0
T3827,C4924635,10/12/88,M,SURAT,54090.11,22/9/16,153019,1000.0
T3828,C8934626,21/3/96,M,BANGALORE,8889.65,22/9/16,153042,30.0
T3829,C7490416,17/3/63,M,NEW DELHI,257342.94,23/9/16,201746,554.0
T3830,C3214180,1/1/1800,F,KANPUR,253492.37,23/9/16,201414,523.0
T3831,C3639261,22/10/83,F,NOIDA,8360.16,23/9/16,211530,500.0
T3832,C8515570,4/3/85,M,JODHPUR,53025.18,23/9/16,211634,268.13
T3833,C3515371,17/4/90,M,BANGALORE,31.9,23/9/16,210926,910.0
T3834,C1465764,25/1/87,M,KOZHIKODE,4522.02,23/9/16,211257,292.0
T3835,C2615987,18/7/81,M,GURGAON,14367.61,23/9/16,211736,620.0
T3836,C5731789,3/12/95,F,KARNAL,77.69,23/9/16,191053,1025.0
T3837,C9017319,8/1/60,F,PANCHKULA,6404.4,23/9/16,191233,133.28
T3838,C4824316,5/6/86,M,BHAYA SONPUR,36069.29,23/9/16,191447,600.0
T3839,C7311489,12/7/78,M,LUCKNOW,25256.28,23/9/16,191540,200.0
T3840,C8019759,8/8/88,M,DELHI,106381.8,23/9/16,211043,409.0
T3841,C4126930,11/7/74,M,CHENNAI,18490.61,23/9/16,211046,336.0
T3842,C5984155,3/6/97,F,GURGAON,18907.66,23/9/16,211325,168.4
T3843,C4314632,3/7/96,M,JAIPUR,4.5,23/9/16,210620,20.0
T3844,C5216957,1/1/1800,M,VADODARA,144660.05,23/9/16,211152,1596.0
T3845,C6833817,14/11/86,M,MASA BILIMORA,7571.87,23/9/16,211153,50.0
T3846,C6923320,21/7/87,F,BANGALORE,71597.49,23/9/16,200855,220.0
T3847,C6681789,15/7/87,M,DELHI,17783.93,23/9/16,191911,215.0
T3848,C7739172,30/10/92,M,JAMMU,5477.16,23/9/16,190322,11.0
T3849,C7220939,10/9/92,M,GANGTOK,3893.95,22/9/16,90423,155.0
T3850,C4317057,10/1/95,M,FARIDABAD,733.94,22/9/16,90151,95.0
T3851,C8021632,18/5/89,M,RAJAHMUNDRY,23962.39,22/9/16,80133,110.0
T3852,C5124051,1/1/1800,M,PATIALA,131981.39,22/9/16,82107,500.0
T3853,C5336620,2/7/90,M,MOHALI,10739.57,22/9/16,134940,21.0
T3854,C1118281,1/6/89,M,NASHIK,5560.04,22/9/16,143539,1512.94
T3855,C4421928,16/9/87,F,NOIDA,,22/9/16,143740,247.0
T3856,C7616828,2/10/91,M,PAURI GARHWAL,7559.83,22/9/16,152611,450.0
T3857,C6414958,1/3/94,M,DELHI,735.09,22/9/16,85033,200.0
T3858,C2317636,27/3/79,F,GHAZIABAD,49380.06,22/9/16,81839,1200.0
T3859,C4027538,1/3/88,F,GURGAON,62933.86,22/9/16,82052,720.0
T3860,C6919944,10/5/90,M,CHANDIGARH,28098.36,22/9/16,81333,280.0
T3861,C7836066,8/4/81,F,DELHI,112429.99,22/9/16,85048,1850.0
T3862,C4640859,16/5/86,M,MUMBAI,8918.1,22/9/16,90925,220.0
T3863,C4836078,13/12/55,M,DELHI,32931.31,22/9/16,81749,100.0
T3864,C3127211,14/12/91,M,NOIDA,193060.31,22/9/16,80446,311.0
T3865,C7541457,27/4/91,F,RATNAGIRI,9159.53,22/9/16,82810,100.0
T3866,C3034151,24/1/72,F,AGRA,23758.15,22/9/16,80433,120.0
T3867,C3113229,5/8/90,M,DELHI,1635.7,22/9/16,73720,200.0
T3868,C7917835,24/5/84,F,GURGAON,11976.56,22/9/16,152704,817.0
T3869,C3662752,15/5/68,F,NEW DELHI,1410427.99,22/9/16,142206,1298.0
T3870,C7724019,17/5/96,M,BUDAUN,657.75,22/9/16,141948,90.0
T3871,C1131531,15/6/87,F,DELHI,84.21,22/9/16,141342,1199.0
T3872,C1460853,20/1/84,M,GAYA,71537.61,22/9/16,141345,71.0
T3873,C8426815,6/2/91,F,RANCHI,69.15,22/9/16,82343,30.0
T3874,C4142328,10/2/87,M,GURGAON,29251.37,22/9/16,80646,41.0
T3875,C3737720,20/7/82,M,BANGALORE,14753.72,22/9/16,91942,350.0
T3876,C5918913,25/10/82,M,NEW DELHI,102790.44,22/9/16,84122,2080.0
T3877,C5721618,16/2/87,M,FARIDABAD,33030.46,22/9/16,82449,1000.0
T3878,C3835465,28/7/83,M,CHENNAI,66148.37,22/9/16,81533,265.0
T3879,C6228060,2/5/91,M,NEW DELHI,8921.88,22/9/16,81953,561.51
T3880,C8423968,12/10/93,M,MUZAFFARNAGAR,17381.86,22/9/16,73848,580.0
T3881,C8829364,5/1/66,M,KOLKATA,169255.14,22/9/16,73315,50.0
T3882,C2134827,20/9/85,F,CORPORATION BANK KOLKATA,10558.54,22/9/16,144301,892.0
T3883,C6213519,8/7/81,F,BANGALORE,301465.23,22/9/16,141639,40000.0
T3884,C6421540,1/3/89,M,BANGALORE,13374.24,22/9/16,141642,250.0
T3885,C7740930,28/8/88,M,CHANDAULI,80.38,22/9/16,74338,595.0
T3886,C5119825,20/11/75,M,NEW DELHI,21801.14,22/9/16,74351,500.0
T3887,C7429368,15/5/90,F,GURGAON,9607.85,22/9/16,84408,200.0
T3888,C1538588,6/5/92,F,NEW DELHI,30326.31,22/9/16,84018,304.31
T3889,C7738378,1/11/89,M,MUMBAI,15500.51,22/9/16,92105,100.0
T3890,C4284518,25/4/94,F,BANGALORE,179.34,22/9/16,74122,12.0
T3891,C6831414,26/2/94,F,SECUDERABAD,21731.58,22/9/16,74522,203.0
T3892,C7852073,13/9/86,M,PUDUKOTTAI,22.34,22/9/16,72145,10.0
T3893,C1228525,6/5/86,M,FARIDABAD,59068.44,22/9/16,72315,200.0
T3894,C8333690,8/7/92,M,NOIDA,0.44,22/9/16,71313,159.0
T3895,C3530726,5/5/87,M,PUNE,53132.09,22/9/16,142514,430.0
T3896,C1513071,30/5/91,M,NAVI MUMBAI,4276.75,22/9/16,150321,54.0
T3897,C4537219,23/11/91,F,DELHI,8353.53,22/9/16,72443,300.0
T3898,C3633555,8/1/91,M,RAIGARH,10075.58,22/9/16,72057,200.0
T3899,C3431212,15/6/91,M,DELHI,32044.22,22/9/16,73019,1074.0
T3900,C6748462,25/1/93,F,UNA,21.35,22/9/16,72257,185.0
T3901,C4042822,7/7/87,M,GURGAON,27573.18,22/9/16,72302,880.0
T3902,C2317734,3/8/52,M,MUMBAI,41670.88,22/9/16,72350,15.0
T3903,C6631928,1/1/1800,M,NEW DELHI,18329.72,22/9/16,91419,783.0
T3904,C5027384,1/1/63,M,BARODA,882138.37,22/9/16,63912,12236.0
T3905,C1014262,1/1/1800,M,SURYAPET,97258.54,22/9/16,63923,2000.0
T3906,C4240278,28/4/91,M,BADDI,72727.22,22/9/16,150417,40.0
T3907,C2335761,16/10/88,M,NEW DELHI,22848.11,22/9/16,140051,9.0
T3908,C1215234,2/4/88,M,PUDUCHERRY,87.84,22/9/16,141025,3800.0
T3909,C7311736,7/8/90,M,MUMBAI,6151.2,22/9/16,141028,25.0
T3910,C4710923,24/7/86,M,NEW DELHI,33337.66,22/9/16,151337,272.0
T3911,C8034390,24/4/92,M,NEW DELHI,106337.32,22/9/16,71555,310.0
T3912,C6441738,16/4/54,M,DELHI,140659.49,22/9/16,71545,306.0
T3913,C6214424,20/10/88,M,BILASPUR,19761.07,22/9/16,92249,2290.0
T3914,C2732854,13/10/94,M,HYDERABAD,1019.12,22/9/16,72017,200.0
T3915,C7317183,15/7/94,M,DEOGARH,1387.07,22/9/16,71441,50.0
T3916,C3022825,11/4/87,M,GURGAON,2027.4,22/9/16,71407,190.0
T3917,C3924145,20/5/88,M,KOLKATA,19.21,10/8/16,211108,1519.0
T3918,C3026568,7/10/94,M,MUZAFFARNAGAR,5072.09,10/8/16,211616,45.0
T3919,C2818241,2/6/91,M,SECUNDERABAD,1319.68,10/8/16,214032,307.0
T3920,C3330972,14/7/80,M,MEDAK,14593.63,10/8/16,214032,3213.45
T3921,C3327844,16/9/94,M,NAGPUR,1420.51,10/8/16,215154,50.0
T3922,C4436320,1/1/1800,M,SCHOOL MUMBAI,201.44,10/8/16,213315,2298.0
T3923,C8739769,18/2/94,F,BANGALORE,4941.29,10/8/16,210222,2709.0
T3924,C8996755,25/10/89,F,DELHI,75716.0,13/8/16,81907,1236.0
T3925,C3428924,21/2/80,M,REWARI,37820.73,13/8/16,75620,630.0
T3926,C4928026,10/6/93,M,BARMER,13297.71,17/8/16,163107,50.0
T3927,C3219028,8/9/93,F,NAVI MUMBAI,19139.8,22/9/16,63325,50.0
T3928,C6614158,30/3/95,F,MUMBAI,28842.78,24/8/16,122555,524.67
T3929,C8331174,27/10/87,M,BAGHPAT,45670.07,24/8/16,122944,5305.26
T3930,C4375725,4/5/91,M,KHED,532.16,24/8/16,123138,6200.0
T3931,C6237943,17/3/82,M,KANPUR,375.94,22/8/16,210438,396.0
T3932,C2139869,8/3/91,F,AMBALA CANTT,22920.27,22/8/16,213300,209.0
T3933,C8638472,15/8/56,F,NOIDA,148975.14,22/8/16,213910,2023.27
T3934,C5642446,19/8/88,M,MUMBAI,0.65,22/8/16,214318,524.0
T3935,C5327035,29/5/83,M,SAHARANPUR,29335.85,22/8/16,214546,49.0
T3936,C1414647,9/5/91,M,GURGAON,4087.38,25/8/16,180309,1450.0
T3937,C1624137,5/1/92,M,MOHINDERGARH,894.38,25/8/16,180541,522.22
T3938,C1863248,23/5/77,M,MUMBAI,71621.11,25/8/16,194051,1068.0
T3939,C2128512,20/11/92,F,GURGAON,68.3,25/8/16,193107,1870.0
T3940,C5743166,9/10/92,M,PHARMACY THANE WEST THANE,60027.7,25/8/16,193108,260.0
T3941,C7418567,17/8/75,M,GURGAON,3266187.79,25/8/16,193108,7187.41
T3942,C8180518,25/5/92,F,DARJEELING,2751.7,28/8/16,145000,350.0
T3943,C7138739,29/4/84,F,BANGALORE,170464.83,28/8/16,145002,1045.0
T3944,C8824569,1/4/78,M,GUWAHATI,8035.71,28/8/16,110507,3250.0
T3945,C3147270,22/7/93,M,CUDDAPAH,8205.67,28/8/16,110455,1500.0
T3946,C2038219,10/7/92,M,NEW DELHI,13693.96,28/8/16,111020,300.0
T3947,C3539856,4/9/90,M,BHOPAL,9611.54,28/8/16,111024,100.0
T3948,C2015647,12/3/77,M,MUMBAI,441190.44,22/9/16,151703,2427.8
T3949,C7433648,24/5/86,M,GHAZIABAD,14687.05,22/9/16,152806,3000.0
T3950,C7335361,31/1/81,M,BANGALORE,418108.02,22/9/16,152809,2265.0
T3951,C2032715,31/5/89,M,BANGALORE,16436.09,22/9/16,151754,50.0
T3952,C3242864,24/9/92,F,DELHI,1754.36,22/9/16,152041,1700.0
T3953,C5511864,20/3/87,M,AHMEDABAD,5593.34,22/9/16,153112,145.0
T3954,C7634663,23/6/89,M,BHILAI,82.66,22/9/16,102057,20.0
T3955,C6634218,3/3/85,F,VIJAYAWADA,68093.36,22/9/16,115153,204.0
T3956,C8031416,15/5/89,M,HUBLI,3254.68,22/9/16,104319,172.0
T3957,C6533621,14/5/78,M,NAWASHAHR,935922.05,22/9/16,95608,550.0
T3958,C1031992,1/7/58,M,GURGAON,1212210.03,22/9/16,95903,14312.0
T3959,C2925062,2/11/90,M,BHIWANI,4712.4,22/9/16,100229,18.0
T3960,C5322582,15/6/88,M,JAIPUR,12626.58,22/9/16,100139,350.0
T3961,C4675434,1/6/67,M,GUNTUR,3800.79,22/9/16,102849,1000.0
T3962,C4184152,24/5/93,M,SAHNEWAL,13101.05,22/9/16,155747,800.0
T3963,C7729940,19/11/88,M,JAMSHEDPUR,63946.36,22/9/16,155748,624.0
T3964,C1928213,5/6/92,M,MUMBAI,45689.83,22/9/16,150546,1380.0
T3965,C4140367,5/5/92,M,BIJNOR,33840.88,22/9/16,151758,378.0
T3966,C4077677,18/12/91,M,NASHIK,238.88,22/9/16,95806,100.0
T3967,C1917013,1/7/76,M,MUMBAI,55601.02,22/9/16,95832,850.0
T3968,C8337787,2/5/93,M,PATIALA,5815.8,22/9/16,95918,104.0
T3969,C2116364,3/7/84,M,VAPI,15104.53,22/9/16,101741,64.0
T3970,C1826519,29/9/89,M,BANGALORE,9432.95,22/9/16,102029,379.0
T3971,C6940881,30/9/95,M,NEW DELHI,3505.54,22/9/16,10110,60.0
T3972,C7332138,25/5/86,M,SCHOOL ALIGARH,13335.13,22/9/16,102752,1110.0
T3973,C6834658,10/6/93,M,BAMBOLIM,18170.67,22/9/16,102340,100.0
T3974,C5026621,1/1/1800,M,MUMBAI,27858.01,22/9/16,143033,1000.0
T3975,C1432632,12/9/77,M,MUMBAI,58804.68,22/9/16,143231,1025.0
T3976,C5334445,23/12/92,F,DELHI,6609.35,22/9/16,140810,37.0
T3977,C4338378,22/6/93,M,GURGAON,7309.47,22/9/16,140812,265.0
T3978,C7735643,16/3/83,M,DOIMUKH,2080.07,22/9/16,140918,128.0
T3979,C7930253,2/8/75,M,NEW DELHI,13186.98,22/9/16,140919,225.0
T3980,C2937590,29/5/87,M,PUNE,7533.53,22/9/16,153113,50.0
T3981,C1642533,4/1/92,M,GANGANAGAR,130585.64,22/9/16,152007,219.19
T3982,C2612339,12/9/90,M,YAVATMAL,0.0,22/9/16,152458,30.0
T3983,C2418913,22/2/93,M,DELHI,72877.28,22/9/16,152557,210.0
T3984,C6119787,18/3/89,M,MUMBAI,9609.83,22/9/16,142633,448.0
T3985,C5635136,11/9/81,F,KOLKATA,18297.1,22/9/16,142918,456.0
T3986,C3735539,14/6/86,F,NEW DELHI,125814.61,22/9/16,143224,1777.0
T3987,C8327313,9/7/78,M,AHMEDABAD,844.89,22/9/16,143357,201.0
T3988,C4417812,1/1/1800,M,LUCKNOW,310.15,22/9/16,103749,2829.0
T3989,C3338831,22/5/85,M,AHMEDABAD,45059.28,23/9/16,194212,249.0
T3990,C2619021,10/12/90,M,GHAZIABAD,1689.04,23/9/16,193635,400.0
T3991,C7214211,26/2/90,F,CHANDIGARH,15408.85,23/9/16,194127,2650.0
T3992,C6042643,15/4/88,F,BANGALORE,93684.15,23/9/16,191157,150.0
T3993,C2434013,9/3/87,M,PATAN (GUJARAT),10534.21,23/9/16,113320,60.0
T3994,C8494366,30/7/83,M,SHAHJAHANPUR,108.94,23/9/16,114535,100.0
T3995,C3310557,7/9/90,F,NAGPUR,4931.12,23/9/16,114535,50.0
T3996,C6331617,1/1/1800,M,AURANGABAD,20443.75,23/9/16,190555,11.0
T3997,C7031978,18/12/71,F,MUMBAI,219851.17,23/9/16,190801,2750.0
T3998,C2133949,24/8/84,F,VISAKHAPATNAM,332.88,23/9/16,190802,9518.0
T3999,C6917455,18/3/93,M,BHARUCH,8840.05,23/9/16,191233,108.0
T4000,C1242216,7/1/87,M,VISAKHAPATNAM,65451.58,23/9/16,190541,3798.0
T4001,C1431639,1/1/1800,M,NOIDA,1129990.31,22/9/16,110630,5000.0
T4002,C5829739,8/11/76,M,GURGAON,73523.7,22/9/16,111410,544.0
T4003,C8129420,1/1/1800,M,DELHI,133560.6,22/9/16,164003,200.0
T4004,C6420073,1/1/1800,M,CHANDIGARH,11197.85,22/9/16,105958,500.0
T4005,C3336216,6/8/90,M,BANGALORE,4147.49,22/9/16,110724,30.0
T4006,C8912864,1/7/62,M,MODI NAGAR,475841.35,22/9/16,80759,500.0
T4007,C6286169,27/9/89,F,RUPNAGAR,26848.46,22/9/16,111418,1139.0
T4008,C8523089,1/1/1800,M,CHENNAI,0.0,22/9/16,111247,200.0
T4009,C3828120,29/10/90,M,BANGALORE,94649.0,22/9/16,111333,20349.0
T4010,C8411043,20/4/74,F,NEW DELHI,214310.68,22/9/16,103736,999.0
T4011,C4329632,30/7/75,M,MUMBAI,174301.26,22/9/16,102226,1000.0
T4012,C3723133,6/1/91,M,DELHI,7.71,22/9/16,102239,50.0
T4013,C6814514,1/1/51,F,RANCHI,10313.14,22/9/16,103358,90.0
T4014,C7318390,23/1/93,M,GURGAON,4209.59,22/9/16,103137,110.0
T4015,C7684783,13/12/93,M,DELHI,12611.14,22/9/16,144421,100.0
T4016,C8124624,2/6/92,M,NAVI MUMBAI,5180.29,22/9/16,161518,200.0
T4017,C5714989,2/1/92,M,GUWAHATI,5201.59,22/9/16,161235,282.0
T4018,C5918547,30/1/78,F,NOIDA,550175.19,22/9/16,155833,242.0
T4019,C7345465,29/4/96,F,MUMBAI,20.92,22/9/16,155837,30.59
T4020,C2439061,23/3/92,M,CHENNAI,34520.18,22/9/16,105434,255.0
T4021,C4215835,10/8/93,M,UDHAM SINGH NAGAR,3974.53,22/9/16,104245,50.0
T4022,C3929176,21/10/84,M,NOIDA,69400.01,22/9/16,103113,549.0
T4023,C6338142,1/8/75,M,JAIPUR,34025.95,22/9/16,103928,1260.0
T4024,C1328611,24/3/79,F,VISAKHAPATNAM,491954.54,22/9/16,103110,3001.01
T4025,C7014428,19/5/89,M,AHMEDABAD,1885.13,22/9/16,104034,1169.0
T4026,C6083531,18/10/82,M,NEW DELHI,3656641.02,22/9/16,103826,600.0
T4027,C1739435,2/6/93,M,BAHADURGARH,11837.11,22/9/16,102501,100.0
T4028,C7935436,4/8/86,M,GHAZIABAD,466088.07,22/9/16,114926,705.0
T4029,C3137717,13/1/86,F,PANIPAT,538.05,22/9/16,114928,688.92
T4030,C1233484,15/3/77,M,BANGALORE,5862.59,22/9/16,154113,234.0
T4031,C1918728,1/1/1800,M,MUMBAI,342006.15,22/9/16,35939,1.0
T4032,C1933585,15/2/92,M,NEW DELHI,51.23,22/9/16,102300,5891.0
T4033,C2019025,14/4/83,M,NAVI MUMBAI,2332.63,22/9/16,104015,500.0
T4034,C4941784,31/10/77,M,NOIDA,36885.3,22/9/16,103406,250.0
T4035,C5540674,30/3/85,F,BHATLURU,38920.2,22/9/16,114740,140.0
T4036,C6039926,29/3/93,M,NEW DELHI,40231.32,22/9/16,104818,55.0
T4037,C4618330,10/5/85,M,BANGALORE,7018.77,22/9/16,104540,219.0
T4038,C7617149,18/1/87,M,GURGAON,15857.89,22/9/16,162055,201.0
T4039,C7934960,5/4/90,M,HILLTOP NAGPUR,2.83,22/9/16,102752,500.0
T4040,C5520755,29/12/89,M,GURGAON,108737.59,22/9/16,10045,50.0
T4041,C8640279,2/10/90,M,NOIDA,77.75,22/9/16,105540,500.0
T4042,C8059570,8/1/48,M,TRIVANDRUM,11907.72,22/9/16,114527,550.0
T4043,C8097684,10/7/86,M,LUDHIANA,46516.78,22/9/16,104446,612.65
T4044,C3027721,2/2/91,M,DELHI,6518.08,22/9/16,64639,147.41
T4045,C1824237,19/3/86,M,MOHALI,7872.46,22/9/16,64631,32.0
T4046,C4535515,24/5/90,M,BANGALORE,22510.58,22/9/16,105015,550.0
T4047,C3882354,31/1/85,M,NEW DELHI,161.48,22/9/16,162318,285.0
T4048,C2740987,5/3/83,M,PUDUCHRRY,14451.79,22/9/16,162318,129.4
T4049,C3629738,26/8/86,M,VELLORE,17797.45,22/9/16,161831,250.0
T4050,C5320964,21/7/90,M,CHENNAI,3031.88,22/9/16,70224,300.0
T4051,C3833147,28/3/74,M,BANGALORE,7951.6,22/9/16,104748,1000.0
T4052,C7169728,18/3/60,M,GURGAON,222031.42,22/9/16,91857,2600.0
T4053,C7221611,10/2/93,F,HYDERABAD,4688.5,22/9/16,104443,99.0
T4054,C1421192,9/1/70,M,NEW DELHI,48240.34,22/9/16,104539,1791.0
T4055,C3431844,4/4/94,M,JAIPUR,9826.16,22/9/16,111541,606.9
T4056,C5436060,5/4/88,F,NOIDA,226503.86,22/9/16,110752,300.0
T4057,C6829930,12/7/91,M,DELHI,2860.0,22/9/16,104525,50.0
T4058,C7428768,10/5/92,M,ALIGARH,25160.36,22/9/16,63025,98.0
T4059,C8420318,28/12/77,M,NEW DELHI,40114.7,22/9/16,114202,1.0
T4060,C6141673,2/4/92,M,BHARATPUR,110.03,22/9/16,110650,20.0
T4061,C8130049,1/1/1800,M,LUDHIANA,44756.8,22/9/16,64109,37.0
T4062,C3719337,1/5/87,M,GURGAON,148855.13,22/9/16,65046,300.0
T4063,C1285568,5/1/86,M,WEST CHAMPARAN,8.0,22/9/16,63644,30.0
T4064,C3922718,16/11/93,M,MUMBAI,35409.45,22/9/16,153427,1175.0
T4065,C8523662,1/1/1800,F,BANGALORE,1300842.49,22/9/16,152622,3300.0
T4066,C7623725,20/9/95,F,NEW DELHI,9618.41,22/9/16,152623,500.0
T4067,C1896857,21/9/67,M,BARNALA,13826.07,22/9/16,153402,25.0
T4068,C1062057,1/1/73,F,GUWAHATI,11968.4,22/9/16,152733,3000.0
T4069,C2139025,1/1/1800,M,DELHI,17000.44,22/9/16,150510,2300.0
T4070,C3837152,7/5/82,M,NEW DELHI,4405.12,22/9/16,100225,100.0
T4071,C1728329,13/1/85,M,ANDHERI WEST MUMBAI,10332.66,22/9/16,100725,500.0
T4072,C8537956,27/9/83,M,JAMNAGAR,29201.2,22/9/16,95848,500.0
T4073,C6212114,23/5/83,M,NEW DELHI,1264.39,22/9/16,101828,720.0
T4074,C2514413,1/1/1800,M,NEW DELHI,143864.95,22/9/16,91324,206.49
T4075,C3725163,3/3/78,M,NEW DELHI,261660.43,22/9/16,82002,6210.0
T4076,C5742248,8/2/84,M,MUMBAI,147389.81,22/9/16,152839,1394.0
T4077,C5473655,5/4/82,M,9A MALLESHWARAM BANGALORE,325.51,22/9/16,151624,20.0
T4078,C4424116,14/11/91,M,NALANDA,2483.62,22/9/16,95809,200.0
T4079,C8921569,14/11/78,F,SUBHASH MARG C SCHEME JAIPUR,41351.46,22/9/16,83553,10975.0
T4080,C4717079,6/11/86,M,PATHANKOT,5687.06,22/9/16,83116,1721.0
T4081,C6531940,27/4/79,M,KOTTAYAM,144990.96,22/9/16,134130,7649.0
T4082,C5824320,15/8/83,M,MUMBAI,14165.63,22/9/16,65925,60.0
T4083,C2929045,21/9/92,F,BANGALORE,16267.78,22/9/16,70009,60.0
T4084,C4227711,3/12/91,M,NEW DELHI,11846.77,22/9/16,70059,0.0
T4085,C7519030,21/2/94,F,GURGAON,18867.11,22/9/16,162814,255.0
T4086,C8844925,10/11/90,M,MAHARASHTRA MUMBAI,65529.65,22/9/16,135321,152.0
T4087,C7518612,2/10/57,M,UPPERPALLY HYDERABAD,2794.04,22/9/16,135617,110.0
T4088,C1640352,16/6/63,M,ABU DHABI,10576939.93,22/9/16,135502,507.0
T4089,C1130442,8/12/86,M,DELHI,62907.82,22/9/16,42418,300.0
T4090,C5212127,5/5/84,F,SAS NAGAR,9053.15,22/9/16,51019,14.0
T4091,C6010891,19/4/96,M,GURGAON,9855.61,22/9/16,50018,50.0
T4092,C3113420,15/8/81,M,DELHI,83979.45,22/9/16,50407,1000.0
T4093,C8115748,20/6/87,M,NAGPUR,9581.06,22/9/16,24116,690.0
T4094,C2214021,7/2/85,M,MUMBAI,383.06,22/9/16,24348,498.0
T4095,C7238786,5/10/69,M,CANACOWA,39954.44,22/9/16,111604,2260.0
T4096,C6894533,24/7/95,F,DELHI,6771.29,22/9/16,100355,15.0
T4097,C5736667,24/8/94,M,KOLKATA,14178.24,23/9/16,190611,1875.0
T4098,C6617039,28/7/85,F,ASANSOL,10726.26,23/9/16,200210,250.0
T4099,C8627291,2/2/91,M,GURGAON,5883.01,23/9/16,200210,120.0
T4100,C6835583,8/4/92,M,AHMEDABAD,111702.4,23/9/16,195945,477.0
T4101,C6737082,22/1/84,F,GHAZIABAD,10218.1,23/9/16,193601,129.0
T4102,C3612166,17/7/85,M,KHARAR,1106.08,23/9/16,192120,200.0
T4103,C3157158,24/3/95,M,CHENNAI,29241.44,23/9/16,192406,752.0
T4104,C4332866,1/1/1800,F,MUMBAI,831839.84,23/9/16,192747,3631.4
